,F0,spectralCentroid,MFCC,energy,chroma,spectralFlux,spectralSpread,spectralEntropy,ZCR,loudness,energyEntropy,chromaDeviation,spectralRolloff
13a02Ad,[ 1026.],"[[ 0.11828988  0.13215308  0.23107703 ...,  0.          0.          0.        ]]","[[ -3.71466665e+01  -3.54156823e+01  -3.20033834e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.06173103e+00   2.08962724e+00   1.38075090e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.41092930e-01   1.22312413e-01   5.66232864e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [ -7.13700637e-02  -2.07296202e-01  -3.57504862e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.50083732e-01  -2.95824003e-02   4.66114335e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.23539623e-01  -1.04267748e-01   3.14870768e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  7.90512218e-05   7.76137479e-05   2.98125042e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  8.97894205e-06   2.18487101e-04   6.15999531e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.32214240e-02   3.55733342e-02   1.90748911e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  9.72127946e-05   2.23177928e-04   1.03022860e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  5.61454406e-05   8.18547299e-05   1.28903781e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  9.28421402e-05   1.67254304e-04   3.42074183e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.49254447e-02   7.89795116e-04   2.88475674e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.04493605  0.0643562  ...,  0.          0.          0.        ]]","[[ 0.23458789  0.22000869  0.26859809 ...,  0.          0.          0.        ]]","[[ 0.01615621  0.03933582  0.31832366 ...,  0.          0.          0.        ]]","[[ 0.00750939  0.00750939  0.01126408 ...,  0.          0.          0.        ]]",[ 4158.26117506],"[[ 2.87891135  2.99679405  2.51768871 ...,  0.          0.          0.        ]]","[[ 0.09604537  0.1253352   0.07659046 ...,  0.          0.          0.        ]]","[[ 0.0025  0.0025  0.01   ...,  0.      0.      0.    ]]"
13a04Ac,[ 1179.],"[[ 0.13634679  0.14595427  0.21387112 ...,  0.          0.          0.        ]]","[[ -3.66985900e+01  -3.57380761e+01  -3.61586987e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.31978547e+00   2.22381554e+00   1.70314355e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.66395549e-01   2.27897366e-01   5.13041480e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  2.03843620e-02  -1.49147446e-01  -4.15240123e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.91399283e-02   6.63077658e-02   1.88415681e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.42035238e-01   2.48326624e-01   1.78586069e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  2.11782891e-05   2.15188210e-05   5.17756039e-06 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.0003485   0.00012529  0.00029799 ...,  0.          0.          0.        ]
 [ 0.01072237  0.01893781  0.08973469 ...,  0.          0.          0.        ]
 [ 0.00053646  0.00112636  0.00389989 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00013221  0.00018171  0.00024432 ...,  0.          0.          0.        ]
 [ 0.00093568  0.00102867  0.00306885 ...,  0.          0.          0.        ]
 [ 0.06940932  0.08337343  0.05584776 ...,  0.          0.          0.        ]]","[[ 0.          0.00974918  0.0167782  ...,  0.          0.          0.        ]]","[[ 0.23506824  0.24082263  0.27070965 ...,  0.          0.          0.        ]]","[[ 0.04921702  0.08323384  0.31317069 ...,  0.          0.          0.        ]]","[[ 0.02252816  0.01627034  0.05882353 ...,  0.          0.          0.        ]]",[ 4113.8225533],"[[ 2.85057049  2.89988818  2.75448499 ...,  0.          0.          0.        ]]","[[ 0.07495083  0.06462567  0.05701172 ...,  0.          0.          0.        ]]","[[ 0.0025  0.0075  0.02   ...,  0.      0.      0.    ]]"
13a05Aa,[ 978.],"[[ 0.12229012  0.11380835  0.10215299 ...,  0.          0.          0.        ]]","[[ -3.49384891e+01  -3.51881622e+01  -3.69591173e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.41053262e+00   2.22709626e+00   1.92338120e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.20310494e-01   3.23537009e-01   5.72398903e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  2.37276611e-01   5.57860661e-02   4.30139318e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  9.71146696e-02   4.86982713e-02   1.76532616e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.70257852e-02   1.87088509e-01   1.21661331e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00028254  0.00033562  0.00039144 ...,  0.          0.          0.        ]]","[[  3.63612732e-05   1.50049007e-05   6.25362453e-06 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.44401137e-03   5.54988884e-03   3.83591719e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.91726473e-05   8.27084124e-05   8.68446374e-06 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  7.91230059e-05   3.99122846e-05   7.31333289e-06 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.05465504e-04   3.44728302e-05   2.47052687e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.80054518e-03   9.55975643e-04   1.85467502e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.00361535  0.02338654 ...,  0.          0.          0.        ]]","[[ 0.2299371   0.22187459  0.21757847 ...,  0.          0.          0.        ]]","[[ 0.01674294  0.01351665  0.00577829 ...,  0.          0.          0.        ]]","[[ 0.00500626  0.00750939  0.00750939 ...,  0.          0.          0.        ]]",[ 5914.06256308],"[[ 2.91620365  3.00768784  2.96477769 ...,  0.          0.          0.        ]]","[[ 0.13515823  0.13539037  0.13676989 ...,  0.          0.          0.        ]]","[[ 0.0025  0.0025  0.0025 ...,  0.      0.      0.    ]]"
13b01Ab,[ 1356.],"[[ 0.14726161  0.18766197  0.22333099 ...,  0.          0.          0.        ]]","[[ -3.78294804e+01  -3.48272256e+01  -3.46007842e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.88673702e+00   2.51009634e+00   1.81303400e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.15840627e-01   4.55129044e-01  -1.43809126e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.75128259e-01   1.35303864e-01  -2.33433089e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.70006374e-01  -2.35418980e-03   3.04834246e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.85404432e-01   9.14945878e-02   1.94858905e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.63656860e-05   1.15067759e-05   1.67439888e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  3.42651789e-05   9.16363320e-04   8.68425820e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.90603385e-02   4.64239656e-02   1.14417163e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  7.27416224e-05   2.59830769e-03   1.45505840e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  9.79344291e-05   1.32213699e-03   4.86650107e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.31774505e-04   6.04789723e-03   1.03754051e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  8.17853451e-02   4.67294651e-02   5.11146886e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.06328583  0.00727874 ...,  0.          0.          0.        ]]","[[ 0.25077596  0.25927348  0.25877772 ...,  0.          0.          0.        ]]","[[ 0.04385949  0.24799068  0.37046306 ...,  0.          0.          0.        ]]","[[ 0.02252816  0.01627034  0.04130163 ...,  0.          0.          0.        ]]",[ 6192.14833479],"[[ 2.10962     2.3545585   2.98427505 ...,  0.          0.          0.        ]]","[[ 0.05408412  0.07651596  0.08786004 ...,  0.          0.          0.        ]]","[[ 0.005   0.0325  0.0375 ...,  0.      0.      0.    ]]"
13b03Ac,[ 781.],"[[ 0.18159835  0.14145555  0.19583163 ...,  0.          0.          0.        ]]","[[ -3.32101580e+01  -3.32691273e+01  -2.71739521e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.77649495e+00   2.01097857e+00   8.57114689e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.82286763e-01   4.88330078e-01  -5.60445905e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  3.45708880e-02   1.96394792e-01   3.47891494e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.83295033e-02  -2.55192549e-02   9.10815960e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.68667745e-01   4.48663232e-02  -1.24321963e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  8.23078890e-05   3.33845445e-04   8.22480775e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  2.10319593e-04   2.77714585e-05   1.53652987e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.72807966e-02   9.02130328e-04   2.38815479e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.22054987e-03   1.73212092e-04   2.14497795e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  4.79092520e-04   8.49640939e-05   4.16803481e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.69918914e-03   5.04641122e-04   1.43230482e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.44269594e-02   6.68893153e-02   3.57354713e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.02599339  0.06571078 ...,  0.          0.          0.        ]]","[[ 0.25203181  0.240411    0.205162   ...,  0.          0.          0.        ]]","[[ 0.18102158  0.04079197  1.18202019 ...,  0.          0.          0.        ]]","[[ 0.03629537  0.00375469  0.02503129 ...,  0.          0.          0.        ]]",[ 5063.26218954],"[[ 2.57726237  2.7007085   2.35667875 ...,  0.          0.          0.        ]]","[[ 0.09620358  0.08184221  0.04644991 ...,  0.          0.          0.        ]]","[[ 0.01    0.0025  0.19   ...,  0.      0.      0.    ]]"
13b09Ab,[ 818.],"[[ 0.15264012  0.13411908  0.16791473 ...,  0.          0.          0.        ]]","[[ -3.53586213e+01  -3.46047477e+01  -3.33638908e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.04301629e+00   2.24681483e+00   2.42520811e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.74175899e-01   3.29126146e-01   3.42119854e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.94123197e-01   6.05163686e-02   2.95576967e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.81720110e-02  -8.49543435e-02   3.38607728e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.79747804e-04  -2.66067403e-03  -2.07072144e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  7.32718968e-05   1.04744138e-04   1.23169094e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  4.46344394e-05   6.05663037e-05   7.13001417e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.04913581e-01   5.35728618e-02   2.50194248e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.64616508e-04   2.65761280e-04   1.76451240e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.19833806e-04   8.89767935e-05   3.50728114e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.35337200e-04   1.00564900e-03   1.47859420e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.77718354e-02   1.08314596e-01   4.13153814e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.01027547  0.05891331 ...,  0.          0.          0.        ]]","[[ 0.25607504  0.23701178  0.253086   ...,  0.          0.          0.        ]]","[[ 0.05270662  0.04202856  0.08796186 ...,  0.          0.          0.        ]]","[[ 0.0175219   0.00125156  0.00375469 ...,  0.          0.          0.        ]]",[ 5945.6519407],"[[ 3.01233639  3.14812256  3.08520149 ...,  0.          0.          0.        ]]","[[ 0.06523914  0.04326787  0.12061593 ...,  0.          0.          0.        ]]","[[ 0.005  0.005  0.005 ...,  0.     0.     0.   ]]"
14a01Aa,[ 1201.],"[[ 0.1825151   0.22600549  0.23077403 ...,  0.          0.          0.        ]]","[[ -3.79578500e+01  -3.08937890e+01  -3.05354361e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.93667972e+00   2.39222973e+00   1.94786821e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.94605735e-01   5.52775021e-01   1.92714857e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.24614808e-01  -2.35861679e-01  -4.06250198e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.57470560e-02   6.78044054e-01   3.14648503e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.88259667e-02  -5.01752220e-01  -1.61789409e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  5.72469269e-06   5.94856104e-05   1.41342274e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.34828941e-04   5.11134668e-03   2.72014390e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.56443066e-02   5.42503910e-02   1.41148630e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  8.46404031e-04   1.27108002e-02   1.47177784e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  2.06027715e-04   7.64226501e-03   2.98028065e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.72114924e-04   1.31517254e-02   4.15010939e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.14123255e-02   3.52248991e-02   2.39112234e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.04703412  0.00313149 ...,  0.          0.          0.        ]]","[[ 0.2666239   0.24926365  0.25093645 ...,  0.          0.          0.        ]]","[[ 0.09450961  0.83308308  0.66488452 ...,  0.          0.          0.        ]]","[[ 0.01376721  0.01001252  0.05131414 ...,  0.          0.          0.        ]]",[ 4929.81936789],"[[ 2.81293613  0.93202818  2.33023298 ...,  0.          0.          0.        ]]","[[ 0.07648163  0.02346564  0.045292   ...,  0.          0.          0.        ]]","[[ 0.005   0.2025  0.08   ...,  0.      0.      0.    ]]"
14a01Ac,[ 1308.],"[[ 0.33780491  0.25462563  0.14356918 ...,  0.          0.          0.        ]]","[[ -3.47793991e+01  -3.62606775e+01  -3.84732393e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  9.23327815e-01   1.30908849e+00   2.03307431e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.11787243e-01   2.11211596e-01   7.72183951e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [ -3.05902807e-01  -1.91526861e-01   1.03398634e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.91155977e-02  -8.48618411e-02  -1.90554288e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  8.26902250e-02   3.46751656e-01   7.03487258e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  3.93365192e-06   2.83867390e-06   4.09284666e-06 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00394724  0.00312277  0.00019021 ...,  0.          0.          0.        ]
 [ 0.01808706  0.02509645  0.05649204 ...,  0.          0.          0.        ]
 [ 0.00651121  0.0015942   0.0009592  ...,  0.          0.          0.        ]
 ..., 
 [ 0.00098088  0.00102886  0.00030231 ...,  0.          0.          0.        ]
 [ 0.00268751  0.00291383  0.00052724 ...,  0.          0.          0.        ]
 [ 0.006495    0.03434356  0.06571141 ...,  0.          0.          0.        ]]","[[ 0.          0.00577075  0.0220912  ...,  0.          0.          0.        ]]","[[ 0.26077466  0.25272081  0.22661824 ...,  0.          0.          0.        ]]","[[ 1.98952443  0.73861628  0.12067499 ...,  0.          0.          0.        ]]","[[ 0.18773467  0.05006258  0.02252816 ...,  0.          0.          0.        ]]",[ 4863.43479446],"[[ 3.23227451  3.13767289  2.60362373 ...,  0.          0.          0.        ]]","[[ 0.0535797   0.08732605  0.08109491 ...,  0.          0.          0.        ]]","[[ 0.515   0.1075  0.01   ...,  0.      0.      0.    ]]"
14a02Ab,[ 1083.],"[[ 0.16689594  0.10840024  0.12364137 ...,  0.          0.          0.        ]]","[[-32.55076331 -30.63760801 -29.94265539 ...,   0.           0.           0.        ]
 [  3.01400205   3.80128121   3.70948687 ...,   0.           0.           0.        ]
 [  0.5210158    0.60272972   0.62922006 ...,   0.           0.           0.        ]
 ..., 
 [ -0.61015513  -0.56328894  -0.29014274 ...,   0.           0.           0.        ]
 [ -0.41827999  -0.54182999  -0.15540878 ...,   0.           0.           0.        ]
 [  0.04026073  -0.15687694  -0.29997918 ...,   0.           0.           0.        ]]","[[  4.58288023e-05   6.76816925e-04   1.00808191e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00047644  0.00529026  0.00301135 ...,  0.          0.          0.        ]
 [ 0.06452761  0.16679404  0.07052325 ...,  0.          0.          0.        ]
 [ 0.0509796   0.04774274  0.02889992 ...,  0.          0.          0.        ]
 ..., 
 [ 0.01026876  0.00037594  0.00124339 ...,  0.          0.          0.        ]
 [ 0.00374641  0.00372428  0.00369976 ...,  0.          0.          0.        ]
 [ 0.01665472  0.00870531  0.00782348 ...,  0.          0.          0.        ]]","[[ 0.          0.0199093   0.00947426 ...,  0.          0.          0.        ]]","[[ 0.23415819  0.1834472   0.20279951 ...,  0.          0.          0.        ]]","[[ 0.22584677  0.04805714  0.05450702 ...,  0.          0.          0.        ]]","[[ 0.03754693  0.04130163  0.02628285 ...,  0.          0.          0.        ]]",[ 4079.54225373],"[[ 1.21858333  2.5596011   3.24071391 ...,  0.          0.          0.        ]]","[[ 0.02149084  0.04718096  0.05283337 ...,  0.          0.          0.        ]]","[[ 0.05    0.03    0.0325 ...,  0.      0.      0.    ]]"
14a04Aa,[ 1386.],"[[ 0.21960233  0.26725253  0.32962472 ...,  0.          0.          0.        ]]","[[ -3.70817949e+01  -3.06028769e+01  -2.80652362e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  9.21948821e-01   4.28565267e-02  -1.76518438e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -4.83593466e-01  -1.73478986e+00  -1.23395784e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.22206122e-01   2.53848845e-01   3.22603379e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -1.50461463e-03  -3.86206823e-01   6.56591313e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.50981881e-01  -8.78217259e-02   1.47389885e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  2.37956342e-06   1.36461579e-04   2.08529844e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00021773  0.00162001  0.00075057 ...,  0.          0.          0.        ]
 [ 0.01235422  0.02267203  0.00196104 ...,  0.          0.          0.        ]
 [ 0.00511979  0.0248398   0.00679265 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00055933  0.01054205  0.02103527 ...,  0.          0.          0.        ]
 [ 0.0015108   0.0105579   0.00391165 ...,  0.          0.          0.        ]
 [ 0.07111117  0.01643408  0.00328795 ...,  0.          0.          0.        ]]","[[ 0.          0.01574973  0.00487959 ...,  0.          0.          0.        ]]","[[ 0.24580102  0.22402141  0.21800109 ...,  0.          0.          0.        ]]","[[ 0.69346642  1.4010942   1.3564869  ...,  0.          0.          0.        ]]","[[ 0.06257822  0.08510638  0.18022528 ...,  0.          0.          0.        ]]",[ 4019.20651373],"[[ 3.18203325  1.31136903  2.25065764 ...,  0.          0.          0.        ]]","[[ 0.0627157   0.00794585  0.00547903 ...,  0.          0.          0.        ]]","[[ 0.1275  0.195   0.395  ...,  0.      0.      0.    ]]"
14a05Aa,[ 1295.],"[[ 0.17248399  0.24514163  0.25069428 ...,  0.          0.          0.        ]]","[[ -3.86757092e+01  -2.90640398e+01  -2.88085485e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.79370787e+00   1.44954980e+00   1.34049010e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.91143278e-01  -5.07206612e-01  -4.20931418e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  2.78484420e-01   2.48443715e-03  -2.48316343e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.25972298e-01   8.73572681e-01   7.14018433e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -1.08488401e-01   3.58514778e-01   3.17405184e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  3.96466619e-06   2.43507978e-04   2.75534170e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  9.65290322e-05   4.35064595e-03   5.51759290e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.84765244e-01   9.05282904e-02   6.76662900e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  7.60197042e-04   5.39632356e-03   6.51157112e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  9.30886516e-05   4.06241330e-03   3.99018318e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  9.35341279e-04   5.53242700e-03   3.39070409e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.34568141e-02   4.47834979e-02   3.39060955e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.03822658  0.00051804 ...,  0.          0.          0.        ]]","[[ 0.25843723  0.25809495  0.25570879 ...,  0.          0.          0.        ]]","[[ 0.09906005  1.13660421  1.22316849 ...,  0.          0.          0.        ]]","[[ 0.01627034  0.04255319  0.11013767 ...,  0.          0.          0.        ]]",[ 4652.58723723],"[[ 2.69288958  1.39465667  1.97820183 ...,  0.          0.          0.        ]]","[[ 0.08711433  0.03360544  0.03892087 ...,  0.          0.          0.        ]]","[[ 0.0075  0.225   0.23   ...,  0.      0.      0.    ]]"
14a05Ac,[ 1330.],"[[ 0.13072932  0.13411413  0.15151089 ...,  0.          0.          0.        ]]","[[ -3.66498524e+01  -3.79929042e+01  -3.77387769e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.45793277e+00   2.15300719e+00   2.77941950e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -6.28895737e-01   9.11273329e-02   6.44357008e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [ -1.45582986e-01  -1.89669395e-01   4.75180355e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -4.29703652e-01  -5.76471575e-01  -3.01100314e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -2.73401123e-01  -3.73607708e-01  -1.43448183e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  3.68726382e-06   3.45424505e-06   2.04697746e-06 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.0006382   0.00016004  0.00049165 ...,  0.          0.          0.        ]
 [ 0.07520161  0.00841303  0.11708638 ...,  0.          0.          0.        ]
 [ 0.00167975  0.00171273  0.00884053 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00102892  0.00022129  0.00255556 ...,  0.          0.          0.        ]
 [ 0.00329445  0.00140451  0.00188572 ...,  0.          0.          0.        ]
 [ 0.06701899  0.10432289  0.04320009 ...,  0.          0.          0.        ]]","[[ 0.          0.01379238  0.023413   ...,  0.          0.          0.        ]]","[[ 0.1998655   0.21988146  0.2361006  ...,  0.          0.          0.        ]]","[[ 0.31884374  0.12470592  0.16622076 ...,  0.          0.          0.        ]]","[[ 0.04130163  0.03128911  0.03379224 ...,  0.          0.          0.        ]]",[ 3264.82112833],"[[ 3.14601386  2.92284462  2.72302172 ...,  0.          0.          0.        ]]","[[ 0.03387671  0.04441668  0.05580881 ...,  0.          0.          0.        ]]","[[ 0.03   0.025  0.03  ...,  0.     0.     0.   ]]"
