,F0,spectralCentroid,MFCC,energy,chroma,spectralFlux,spectralSpread,spectralEntropy,ZCR,loudness,energyEntropy,chromaDeviation,spectralRolloff
12b02Fb,[ 828.],"[[ 0.24943898  0.40550319  0.50486655 ...,  0.          0.          0.        ]]","[[ -3.37443443e+01  -2.89239005e+01  -2.72608989e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.02274298e+00  -1.72507906e-01  -3.00720510e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.79371276e-01  -2.49871609e-01  -1.96726615e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.64205358e-01  -4.12096264e-03  -1.86104932e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  9.36881801e-02   3.07656770e-01   1.54063536e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.32190398e-01   2.96736091e-01   1.23427034e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  4.59497374e-05   4.50964728e-04   2.82443833e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00050821  0.00241227  0.00438879 ...,  0.          0.          0.        ]
 [ 0.09893413  0.01490023  0.00246725 ...,  0.          0.          0.        ]
 [ 0.00048986  0.00206289  0.00324702 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00045168  0.00220863  0.007385   ...,  0.          0.          0.        ]
 [ 0.00079939  0.00291766  0.00100856 ...,  0.          0.          0.        ]
 [ 0.05938262  0.00948814  0.00213956 ...,  0.          0.          0.        ]]","[[ 0.          0.01664316  0.00271861 ...,  0.          0.          0.        ]]","[[ 0.25237442  0.23858151  0.23775717 ...,  0.          0.          0.        ]]","[[ 0.4591381   2.78387776  2.80003194 ...,  0.          0.          0.        ]]","[[ 0.02628285  0.22027534  0.46558198 ...,  0.          0.          0.        ]]",[ 3221.10151967],"[[ 1.19201944  2.45433517  2.80498411 ...,  0.          0.          0.        ]]","[[ 0.05867007  0.00919769  0.00176305 ...,  0.          0.          0.        ]]","[[ 0.01    0.6025  0.7425 ...,  0.      0.      0.    ]]"
13a01Fd,[ 1085.],"[[ 0.28851714  0.14754767  0.45652997 ...,  0.          0.          0.        ]]","[[ -3.85998225e+01  -4.06743857e+01  -3.25823578e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.78559020e+00   2.43118301e+00   1.55954875e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.24957273e+00   1.02445956e+00   2.04668883e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.65494193e-01   1.38337619e-01   5.51498775e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -2.59025440e-01   1.30147675e-01   7.46007318e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.44223626e-02   1.63869195e-01  -2.57669767e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  2.08301287e-06   1.48815654e-06   2.64216137e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  3.43939762e-04   1.68756355e-05   3.60681464e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  8.65793423e-02   4.66030911e-02   3.74511668e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.01718863e-04   1.76788786e-03   3.40897758e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  2.61095937e-04   2.90470017e-04   2.82855508e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.85441258e-04   5.98416371e-04   6.49019667e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.70698094e-02   3.68976651e-02   2.04386878e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.01420167  0.04762517 ...,  0.          0.          0.        ]]","[[ 0.30143443  0.25263811  0.31888747 ...,  0.          0.          0.        ]]","[[ 0.40546395  0.05971238  2.44494132 ...,  0.          0.          0.        ]]","[[ 0.08260325  0.06132666  0.10763454 ...,  0.          0.          0.        ]]",[ 4739.62962688],"[[ 2.95364544  2.60532238  0.31178716 ...,  0.          0.          0.        ]]","[[ 0.05641167  0.08956487  0.02024629 ...,  0.          0.          0.        ]]","[[ 0.0125  0.01    0.835  ...,  0.      0.      0.    ]]"
13a02Fa,[ 1087.],"[[ 0.22475252  0.09346331  0.09721645 ...,  0.          0.          0.        ]]","[[ -3.89836948e+01  -3.65929242e+01  -3.61406189e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.46384100e+00   4.68699196e+00   4.50616136e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.04193612e-01   1.04677789e+00   1.06011679e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  5.96318876e-02  -2.61450454e-01  -2.79888869e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.77913183e-01   8.15962195e-02  -2.33206962e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  9.13068504e-03   1.15319944e-01   1.66069970e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.75177853e-06   1.55551647e-05   2.38021497e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00077838  0.00059087  0.00021648 ...,  0.          0.          0.        ]
 [ 0.14052832  0.06083734  0.04698026 ...,  0.          0.          0.        ]
 [ 0.00082526  0.08711433  0.14960107 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00021966  0.00565735  0.00916766 ...,  0.          0.          0.        ]
 [ 0.0022545   0.00639928  0.00668535 ...,  0.          0.          0.        ]
 [ 0.00417372  0.02057265  0.00870647 ...,  0.          0.          0.        ]]","[[ 0.          0.05054221  0.00694496 ...,  0.          0.          0.        ]]","[[ 0.29248982  0.18311837  0.1846794  ...,  0.          0.          0.        ]]","[[ 0.14908194  0.02551734  0.02250328 ...,  0.          0.          0.        ]]","[[ 0.04255319  0.04255319  0.02252816 ...,  0.          0.          0.        ]]",[ 4032.95152463],"[[ 2.69316585  2.06647284  2.65614359 ...,  0.          0.          0.        ]]","[[ 0.09189818  0.02884779  0.04182996 ...,  0.          0.          0.        ]]","[[ 0.005   0.04    0.0375 ...,  0.      0.      0.    ]]"
13a04Fc,[ 1081.],"[[ 0.31783911  0.26367222  0.22242439 ...,  0.          0.          0.        ]]","[[ -3.24257639e+01  -2.56075353e+01  -2.47566766e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -2.61061434e-02   5.19533075e-01  -1.02618561e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -1.07157943e+00  -1.44878983e+00  -2.23765295e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  2.23406191e-02   8.19276532e-01   9.94643607e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.02685923e-01   2.41575314e-01  -4.36349336e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.51930291e-01  -5.83239669e-01  -5.06775886e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  3.58924501e-05   3.57428268e-03   4.39457719e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00423463  0.00238259  0.00518523 ...,  0.          0.          0.        ]
 [ 0.02336001  0.00175524  0.00081014 ...,  0.          0.          0.        ]
 [ 0.00804127  0.00157688  0.00035356 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00190756  0.00092032  0.00122011 ...,  0.          0.          0.        ]
 [ 0.00136831  0.01719301  0.00115008 ...,  0.          0.          0.        ]
 [ 0.00766282  0.02666879  0.00309699 ...,  0.          0.          0.        ]]","[[ 0.          0.00697241  0.01321433 ...,  0.          0.          0.        ]]","[[ 0.23801686  0.22935581  0.17955461 ...,  0.          0.          0.        ]]","[[ 2.13700871  1.46430105  0.53619778 ...,  0.          0.          0.        ]]","[[ 0.10638298  0.20025031  0.20525657 ...,  0.          0.          0.        ]]",[ 5015.84738604],"[[ 2.40294373  1.25194014  2.57181773 ...,  0.          0.          0.        ]]","[[ 0.03915968  0.00879704  0.01318527 ...,  0.          0.          0.        ]]","[[ 0.535   0.19    0.1675 ...,  0.      0.      0.    ]]"
13a07Fd,[ 1375.],"[[ 0.26663639  0.24418133  0.18405319 ...,  0.          0.          0.        ]]","[[ -3.62426805e+01  -3.71924131e+01  -3.27836952e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.97925089e-01   4.46919685e-01   3.04427348e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  7.85344707e-01   9.61998400e-01   5.69121702e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  4.03768874e-02   7.52669892e-02   1.12569429e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -2.12904371e-01  -4.98643210e-02  -3.62775145e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.32433347e-02   4.00720042e-01   2.88042204e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.55682938e-06   1.50508520e-06   2.65747614e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00137778  0.00083556  0.00376944 ...,  0.          0.          0.        ]
 [ 0.01475156  0.03105233  0.02564182 ...,  0.          0.          0.        ]
 [ 0.00725012  0.00326106  0.02521078 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00121105  0.00056041  0.01438062 ...,  0.          0.          0.        ]
 [ 0.00810787  0.00349739  0.01559466 ...,  0.          0.          0.        ]
 [ 0.01799523  0.02728145  0.01946477 ...,  0.          0.          0.        ]]","[[ 0.          0.00214734  0.01623557 ...,  0.          0.          0.        ]]","[[ 0.21393484  0.21563772  0.22550618 ...,  0.          0.          0.        ]]","[[ 1.64276253  1.15173253  0.45765115 ...,  0.          0.          0.        ]]","[[ 0.18147685  0.11764706  0.06257822 ...,  0.          0.          0.        ]]",[ 3992.36057991],"[[ 3.22844466  3.12893277  1.38375847 ...,  0.          0.          0.        ]]","[[ 0.05047416  0.06474617  0.00883586 ...,  0.          0.          0.        ]]","[[ 0.375   0.3525  0.075  ...,  0.      0.      0.    ]]"
13b01Fc,[ 1237.],"[[ 0.34899695  0.34449082  0.28626766 ...,  0.          0.          0.        ]]","[[ -3.51253787e+01  -3.37791165e+01  -3.12079174e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.24539132e-01  -1.38313919e-01   1.32307360e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.16159156e-01   5.72183026e-01   7.88613147e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  2.41628101e-02   8.04967834e-02  -2.48394467e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.90408661e-01   3.69925847e-01   2.71500149e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  9.85501336e-02   2.17807177e-01   2.14316535e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.39718158e-05   2.66234198e-05   4.87140691e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00036056  0.00038278  0.0012712  ...,  0.          0.          0.        ]
 [ 0.01874416  0.04571678  0.02622748 ...,  0.          0.          0.        ]
 [ 0.00075327  0.00058576  0.0086009  ...,  0.          0.          0.        ]
 ..., 
 [ 0.00043621  0.00097546  0.00300291 ...,  0.          0.          0.        ]
 [ 0.00091349  0.00154067  0.00681334 ...,  0.          0.          0.        ]
 [ 0.01283206  0.0507894   0.0498571  ...,  0.          0.          0.        ]]","[[ 0.          0.00323323  0.00326999 ...,  0.          0.          0.        ]]","[[ 0.27907776  0.27364012  0.26720655 ...,  0.          0.          0.        ]]","[[ 0.9802946   1.30490536  1.34733598 ...,  0.          0.          0.        ]]","[[ 0.14017522  0.13892365  0.17021277 ...,  0.          0.          0.        ]]",[ 5653.90953235],"[[ 2.99036992  2.89644661  2.78895838 ...,  0.          0.          0.        ]]","[[ 0.10070747  0.05602928  0.03708629 ...,  0.          0.          0.        ]]","[[ 0.2825  0.3775  0.3425 ...,  0.      0.      0.    ]]"
13b02Fb,[ 965.],"[[ 0.18689712  0.25768582  0.27119241 ...,  0.          0.          0.        ]]","[[ -3.60340654e+01  -3.60735159e+01  -3.80288748e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.42949712e+00   1.63507528e+00   1.58878291e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.39725925e-01   4.00150410e-01   5.54028884e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [ -1.41327250e-02   8.31367235e-02   2.73872592e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -9.43454952e-02  -2.26802616e-01   1.13938040e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.67650123e-01  -1.50574308e-02  -1.23886250e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  7.06812397e-06   7.32186140e-06   4.22391895e-06 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00081693  0.00090879  0.00025278 ...,  0.          0.          0.        ]
 [ 0.00300739  0.10553215  0.07173386 ...,  0.          0.          0.        ]
 [ 0.00214552  0.00176674  0.00048709 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00020205  0.00035761  0.00010963 ...,  0.          0.          0.        ]
 [ 0.00127122  0.00073031  0.0005578  ...,  0.          0.          0.        ]
 [ 0.10961439  0.0043441   0.09357419 ...,  0.          0.          0.        ]]","[[ 0.          0.03318104  0.02352885 ...,  0.          0.          0.        ]]","[[ 0.23022431  0.29270567  0.32080107 ...,  0.          0.          0.        ]]","[[ 0.25076072  0.31917624  0.20453435 ...,  0.          0.          0.        ]]","[[ 0.08385482  0.07133917  0.0350438  ...,  0.          0.          0.        ]]",[ 3853.27782544],"[[ 2.62429297  2.751122    2.63483672 ...,  0.          0.          0.        ]]","[[ 0.04542818  0.09563648  0.04295977 ...,  0.          0.          0.        ]]","[[ 0.0025  0.015   0.0075 ...,  0.      0.      0.    ]]"
13b03Fd,[ 1007.],"[[ 0.20788006  0.22000643  0.17829702 ...,  0.          0.          0.        ]]","[[ -3.65150495e+01  -3.62643664e+01  -3.89608081e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.22244490e-01   1.10793918e+00   1.19503879e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -3.53244638e-01   2.54707674e-01   1.13352662e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [ -1.08867056e-01  -1.11402338e-01   1.91357228e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.85139412e-01   1.88034726e-01  -3.45365050e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -3.29069164e-01   9.38414821e-02  -1.83729954e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  2.54977288e-06   1.42205467e-06   4.27678279e-06 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.59464512e-03   2.85521658e-03   3.72613789e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.97556765e-02   6.19233333e-02   1.72567647e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  7.33108319e-04   1.42607836e-03   1.72291683e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.17704183e-03   1.84448301e-03   2.69840347e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.67289711e-03   7.09671106e-03   8.39969738e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  7.09144595e-02   4.78880293e-02   1.20498480e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.01017568  0.05009436 ...,  0.          0.          0.        ]]","[[ 0.21441178  0.23044347  0.26273984 ...,  0.          0.          0.        ]]","[[ 0.92683885  1.3375369   0.08542637 ...,  0.          0.          0.        ]]","[[ 0.09637046  0.12390488  0.03629537 ...,  0.          0.          0.        ]]",[ 3347.17955897],"[[ 3.03847431  2.68014056  2.65797916 ...,  0.          0.          0.        ]]","[[ 0.04734019  0.0233384   0.04303513 ...,  0.          0.          0.        ]]","[[ 0.205  0.235  0.005 ...,  0.     0.     0.   ]]"
13b09Fb,[ 944.],"[[ 0.13154462  0.55982187  0.23483459 ...,  0.          0.          0.        ]]","[[ -3.75760232e+01  -3.53614109e+01  -2.81472406e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.16222137e+00   1.61858416e+00   3.19772408e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.12683728e+00   1.20211261e+00   1.72904445e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  2.12990464e-02   4.59199099e-01  -7.17968869e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -6.47074009e-02  -1.58682028e-01  -6.08205113e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -1.79190114e-02  -2.03155142e-02  -1.02655923e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  6.92610476e-06   1.81521498e-05   2.34117489e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00025715  0.00041338  0.01024884 ...,  0.          0.          0.        ]
 [ 0.09065549  0.04783781  0.04389897 ...,  0.          0.          0.        ]
 [ 0.00463386  0.00080035  0.05844926 ...,  0.          0.          0.        ]
 ..., 
 [ 0.0002214   0.00052819  0.0016134  ...,  0.          0.          0.        ]
 [ 0.00145763  0.00384597  0.00717913 ...,  0.          0.          0.        ]
 [ 0.05884325  0.01338425  0.00807036 ...,  0.          0.          0.        ]]","[[ 0.          0.03154604  0.0168481  ...,  0.          0.          0.        ]]","[[ 0.22707124  0.30271057  0.26517049 ...,  0.          0.          0.        ]]","[[ 0.06696908  2.37387799  0.41776587 ...,  0.          0.          0.        ]]","[[ 0.03254068  0.07133917  0.13266583 ...,  0.          0.          0.        ]]",[ 3768.69645899],"[[ 2.75031999  2.10215383  1.66455478 ...,  0.          0.          0.        ]]","[[ 0.05006578  0.02540481  0.02008153 ...,  0.          0.          0.        ]]","[[ 0.0325  0.8425  0.065  ...,  0.      0.      0.    ]]"
13b09Fc,[ 748.],"[[ 0.18701408  0.1529526   0.18717079 ...,  0.          0.          0.        ]]","[[ -3.63856777e+01  -3.63956763e+01  -2.67731067e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.27116242e+00   2.14444495e+00   2.88473277e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.73099129e-01   8.43590925e-01   9.73280016e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  3.90057660e-02   3.41575122e-01   2.49184697e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -1.35581079e-02   1.60576034e-01  -6.78222795e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -2.69410291e-03   4.73078719e-02   3.68455509e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.68597725e-05   2.52180444e-05   1.51514620e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.75723868e-04   7.40720459e-05   7.38182243e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.89099118e-02   1.24635488e-01   3.80240146e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  7.71742619e-04   3.48790429e-04   1.78867632e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  3.21758704e-04   6.52813217e-05   1.41030275e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.23894696e-03   5.16025653e-04   2.10640245e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  3.88215881e-03   3.43580700e-02   2.75543952e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.01365869  0.05400921 ...,  0.          0.          0.        ]]","[[ 0.2702822   0.2483346   0.21934786 ...,  0.          0.          0.        ]]","[[ 0.09166204  0.06954477  0.4952664  ...,  0.          0.          0.        ]]","[[ 0.00125156  0.00125156  0.04505632 ...,  0.          0.          0.        ]]",[ 5176.63867775],"[[ 3.04361185  3.18071696  0.24910374 ...,  0.          0.          0.        ]]","[[ 0.11455537  0.07440455  0.01087145 ...,  0.          0.          0.        ]]","[[ 0.005   0.0075  0.0725 ...,  0.      0.      0.    ]]"
13b10Fa,[ 829.],"[[ 0.27392865  0.20937881  0.21811665 ...,  0.          0.          0.        ]]","[[ -3.76936503e+01  -3.72068275e+01  -3.89172011e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.96376258e+00   2.23102937e+00   9.78442317e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  7.43494032e-01   4.60624166e-01   3.12438095e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  8.71783103e-02   1.29954021e-01   2.68218591e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.94123998e-01   1.39866562e-01   1.57957509e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.83430761e-01   1.53300908e-01  -3.00574997e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  5.88689105e-06   3.74038680e-06   3.07543664e-06 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  4.02566365e-05   1.23228259e-04   3.39564240e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.81494320e-02   6.03631623e-02   4.94531077e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.17016126e-04   5.99914957e-04   1.65716700e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  2.72443471e-04   5.92338562e-04   1.05633590e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  8.18420291e-04   2.96700776e-03   2.96985389e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.46441957e-02   7.86661323e-02   1.17316176e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.00347615  0.01452566 ...,  0.          0.          0.        ]]","[[ 0.29040804  0.2772251   0.27956051 ...,  0.          0.          0.        ]]","[[ 0.35443609  0.20614183  0.13826366 ...,  0.          0.          0.        ]]","[[ 0.08135169  0.05381727  0.06007509 ...,  0.          0.          0.        ]]",[ 4098.2100971],"[[ 2.55716314  2.69674959  2.65571573 ...,  0.          0.          0.        ]]","[[ 0.08500119  0.05649676  0.03895676 ...,  0.          0.          0.        ]]","[[ 0.01    0.0125  0.005  ...,  0.      0.      0.    ]]"
14a02Fd,[ 927.],"[[ 0.13260453  0.16869135  0.22322795 ...,  0.          0.          0.        ]]","[[-38.15788169 -36.63728529 -27.01521024 ...,   0.           0.           0.        ]
 [  2.23066586   2.12726498   2.05898096 ...,   0.           0.           0.        ]
 [  0.43983396   0.21618788   0.31759799 ...,   0.           0.           0.        ]
 ..., 
 [  0.17624187   0.25153838  -0.35904536 ...,   0.           0.           0.        ]
 [  0.06875271   0.09255218   0.05247193 ...,   0.           0.           0.        ]
 [  0.10285601   0.20363038  -0.15364153 ...,   0.           0.           0.        ]]","[[  6.07191813e-06   6.13705441e-06   6.66873790e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  8.18782022e-05   2.64634480e-04   4.22007097e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  8.27195108e-03   4.42410438e-02   5.37524355e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.32335505e-04   7.68329224e-04   2.84939381e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.13393643e-04   7.85121480e-04   1.10731304e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.73358117e-04   1.38258891e-03   8.34157523e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.51856687e-01   1.97787416e-01   2.24235529e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.03754883  0.02869223 ...,  0.          0.          0.        ]]","[[ 0.23196964  0.24652696  0.23783822 ...,  0.          0.          0.        ]]","[[ 0.04787975  0.16186312  0.97959125 ...,  0.          0.          0.        ]]","[[ 0.01376721  0.02628285  0.05381727 ...,  0.          0.          0.        ]]",[ 4832.73142229],"[[ 2.76141086  2.68778227  0.68293346 ...,  0.          0.          0.        ]]","[[ 0.04608068  0.0588977   0.01566913 ...,  0.          0.          0.        ]]","[[ 0.01    0.0125  0.175  ...,  0.      0.      0.    ]]"
