,F0,spectralCentroid,MFCC,energy,chroma,spectralFlux,spectralSpread,spectralEntropy,ZCR,loudness,energyEntropy,chromaDeviation,spectralRolloff
10b02La4,621.0,[ 0.2406503   0.14354259  0.13886148],"[[-25.41266317 -22.38703908 -21.72633407]
 [  1.14027985   3.01730902   2.89092587]
 [ -0.46078337   0.95518321   0.6920434 ]
 [  0.14779681   0.05262358  -0.34901461]
 [ -0.99532469  -0.63118974  -0.60449846]
 [ -0.52920639  -0.42330742  -0.35230238]
 [  0.30889204   0.10603472   0.27305629]
 [  0.50094348   0.29945893   0.23938989]
 [ -0.32356788  -0.19767191  -0.21212625]
 [ -0.15123725   0.16294808   0.31524585]
 [  0.36703735   0.3091116    0.2653747 ]
 [  0.58343235   0.19296995   0.21541039]]",[ 0.00213326  0.05901215  0.15231661],"[[ 0.01232503  0.0013764   0.00020092]
 [ 0.01947889  0.02135364  0.0107669 ]
 [ 0.01667876  0.02611036  0.03960008]
 [ 0.01444999  0.05008018  0.05355263]
 [ 0.011442    0.0063791   0.005961  ]
 [ 0.04427004  0.03022948  0.00972841]
 [ 0.00285277  0.00058509  0.00040786]
 [ 0.00891222  0.00806429  0.00209567]
 [ 0.00841251  0.01633134  0.03254871]
 [ 0.0186272   0.0426607   0.08223273]]",[ 0.          0.01358573  0.00903062],[ 0.23593633  0.18608505  0.17511963],[ 1.66677192  0.27627894  0.2039521 ],[ 0.10012516  0.09637046  0.05506884],5420.45145721,[ 2.01910503  2.05902634  3.07598361],[ 0.01082251  0.01530099  0.02487718],[ 0.245   0.0525  0.0625]
10b02La5,514.0,[ 0.15222151  0.15809739  0.14625658  0.14660938],"[[-22.47965672 -22.53453778 -22.22335382 -22.26799856]
 [  2.36174254   2.15587138   2.31363338   2.03586074]
 [ -0.44498804  -1.00970714  -1.11275164  -1.0973957 ]
 [ -0.22961431  -0.36898196  -0.57984256  -0.24678229]
 [ -0.08335895   0.48497937   0.45734362   0.49146524]
 [ -0.56402959  -0.79172302  -0.19927347  -0.2668196 ]
 [  1.27311709   1.26837273   1.32317007   1.29087858]
 [  0.44602765   0.34557529   0.26160028   0.13413263]
 [ -0.60387976  -0.52922486  -0.83186548  -0.78933387]
 [  0.43956998   0.42559391   0.03955555   0.17469437]
 [  0.12076224   0.31429398   0.50549405   0.50033417]
 [  0.23144739   0.29939817   0.3882745    0.32893568]]",[ 0.10340963  0.11542004  0.15634273  0.19467677],"[[  2.94053070e-04   2.47944441e-04   1.24824774e-04   4.02599898e-05]
 [  9.50316107e-02   6.41303935e-02   3.96743273e-02   3.05237634e-02]
 [  2.65768897e-02   2.33035834e-02   2.26313692e-02   1.77140561e-02]
 [  4.74789360e-02   4.17995931e-02   3.39576319e-02   2.82785094e-02]
 [  9.51805615e-03   5.50422624e-03   5.16239301e-03   4.31367142e-03]
 [  1.05218858e-03   6.32979382e-03   1.03697494e-02   3.23211444e-03]
 [  6.98804775e-04   9.55691885e-04   1.84455683e-03   6.86221269e-04]
 [  2.81046645e-04   1.85800341e-04   3.55172847e-04   8.88558876e-05]
 [  2.82383447e-02   2.34074820e-02   1.90605388e-02   1.64839030e-02]
 [  1.54704719e-03   3.66259420e-04   1.45626062e-04   1.43901672e-04]]",[ 0.          0.00326631  0.00303977  0.0026906 ],[ 0.15754706  0.15996614  0.15704811  0.14664139],[ 0.4886263   0.60460121  0.62785192  0.62512889],[ 0.06007509  0.06508135  0.06758448  0.07259074],9023.36062673,[ 3.28245136  3.26983112  3.27882841  3.29368546],[ 0.02762246  0.01981244  0.01370472  0.01112477],[ 0.075  0.135  0.135  0.135]
10b02La6,331.0,[ 0.12494886  0.1209588   0.11244908],"[[ -2.27280533e+01  -2.17666396e+01  -2.17031160e+01]
 [  3.46845822e+00   3.41789136e+00   3.41931638e+00]
 [  2.57679755e-01   2.34329347e-01   4.76805638e-02]
 [  1.49486603e-01  -1.27221343e-01  -3.70322796e-01]
 [ -7.70144509e-01  -7.85125301e-01  -8.42914921e-01]
 [ -2.39464245e-01  -6.97713983e-02  -4.75442347e-01]
 [  6.49632789e-01   3.33642437e-01   8.35734129e-01]
 [ -2.20210922e-02   1.90575770e-01   3.50889843e-01]
 [ -4.68594237e-02   1.18543954e-01   5.11855453e-02]
 [  1.53575564e-01   2.78973340e-01   1.73247923e-01]
 [ -3.62015473e-01  -3.54873487e-01  -2.14215527e-01]
 [  6.72622890e-01   2.97823231e-01   3.23833187e-01]]",[ 0.07400216  0.14878121  0.16953834],"[[ 0.00324911  0.01246691  0.08082297]
 [ 0.04630592  0.03233125  0.05137355]
 [ 0.02063592  0.00901384  0.00428525]
 [ 0.04696261  0.03309834  0.02181183]
 [ 0.00695661  0.00595855  0.00322633]
 [ 0.00714968  0.00410597  0.00891414]
 [ 0.00042201  0.00016572  0.00060572]
 [ 0.00664266  0.00480013  0.01062   ]
 [ 0.03975238  0.0115764   0.00247855]
 [ 0.00304214  0.00300629  0.00682565]]",[ 0.          0.00491909  0.01064009],[ 0.17446899  0.16316806  0.15816274],[ 0.19542236  0.15886679  0.15320454],[ 0.04380476  0.04755945  0.04130163],9448.4525188,[ 3.02104774  3.17973061  3.21472764],[ 0.01756485  0.01070252  0.02341075],[ 0.06    0.0575  0.0625]
10b02La7,348.0,"[ 0.13129706  0.09312198  0.07906785  0.10035465  0.07246107  0.08733215
  0.10664231]","[[ -2.20795370e+01  -2.30806386e+01  -2.45587105e+01  -2.27425983e+01
   -2.36315494e+01  -2.34770591e+01  -2.38119940e+01]
 [  3.51182634e+00   4.51172785e+00   5.07489907e+00   4.39765199e+00
    5.22327554e+00   4.89446046e+00   4.23251258e+00]
 [ -2.54906779e-01  -1.33405481e-02  -6.30144256e-01  -1.03642277e-02
   -1.18504591e-01   6.71600915e-02  -1.19201681e-02]
 [ -3.68354642e-01  -5.45830815e-01  -1.47287285e+00  -6.77395622e-01
   -1.38979874e+00  -8.34980224e-01  -2.25619790e-01]
 [ -1.28944932e-01   4.14837922e-01   7.78378190e-01  -4.42445811e-02
    9.78308898e-02   1.38020754e-01  -8.17528626e-02]
 [ -4.19890875e-01  -3.74452748e-01  -6.24550246e-01   9.72518787e-02
   -8.58702825e-02  -9.36918193e-02  -1.88983143e-01]
 [  1.46448348e-01  -3.81640039e-01   1.27118829e-02  -7.40158176e-02
    1.08457357e-01   9.78487620e-02  -3.28608562e-02]
 [  5.98485376e-01   1.33730524e-01  -1.09227140e-01  -2.98329285e-01
   -3.62175783e-01  -7.87882272e-02   1.34880855e-02]
 [  1.96964688e-01   5.61247538e-01   7.13684290e-01   1.01626935e-01
    3.39969323e-01   3.84292642e-01   4.36780098e-01]
 [ -6.07495558e-02   1.38881349e-01   5.15266240e-01   2.43488252e-01
    2.83287565e-01   1.85229188e-01   3.07918583e-01]
 [  1.58591444e-01  -6.48937898e-02  -1.85486563e-01   1.36335148e-01
    9.03527692e-02   9.35889880e-02  -2.37158477e-02]
 [  1.96009194e-01   1.43734388e-02   2.64192432e-01  -3.01659617e-03
    1.51301922e-01  -5.80289185e-02   6.74390898e-02]]","[ 0.09991253  0.1054582   0.12335859  0.14372258  0.15921805  0.11493567
  0.0441742 ]","[[  3.16452236e-03   1.19239911e-03   6.50569390e-04   4.68460736e-03
    3.12050767e-02   1.95153305e-02   1.45284446e-02]
 [  1.06139665e-01   1.10091973e-01   7.73971408e-02   6.45495607e-02
    7.07587337e-02   7.28245685e-02   9.59579908e-02]
 [  7.09499220e-03   3.84460260e-03   9.35510601e-03   4.16185810e-03
    2.29106096e-03   4.14275833e-03   7.12165965e-03]
 [  2.42093062e-03   6.25051898e-03   4.47575118e-04   7.56023464e-03
    2.00250164e-02   2.64402748e-02   1.82792932e-02]
 [  2.21850485e-02   2.09065341e-02   1.41639971e-03   4.62515450e-03
    1.99899799e-03   1.88560296e-03   1.24833058e-02]
 [  1.40446307e-02   1.71444193e-02   4.83365370e-02   1.35140865e-02
    9.89341477e-03   3.67313212e-03   3.74049426e-02]
 [  4.28411834e-04   8.80014719e-05   2.22283796e-04   4.45223698e-03
    6.66211544e-03   2.68138153e-03   2.49052581e-04]
 [  3.42234092e-03   4.60043187e-03   6.47622174e-03   5.60534390e-02
    8.55209434e-02   7.09212677e-02   1.60196328e-02]
 [  4.25976683e-03   5.50781558e-03   6.21984693e-04   2.99006455e-03
    1.09926714e-03   2.71745532e-03   2.56741286e-03]
 [  7.24824379e-02   7.32735426e-02   7.12050347e-03   4.16108992e-03
    5.89573581e-03   4.56098244e-03   2.05140096e-02]]","[ 0.          0.00325669  0.02529447  0.03175962  0.00959136  0.00299686
  0.01245404]","[ 0.19521247  0.15350195  0.11845376  0.16279032  0.11048672  0.14454036
  0.17648157]","[ 0.23015539  0.12997596  0.06822497  0.05381553  0.0231045   0.03480634
  0.10017277]","[ 0.03629537  0.0350438   0.03754693  0.04005006  0.04005006  0.03629537
  0.04505632]",8346.83077581,"[ 3.15039512  2.99712035  2.96454122  3.09053766  3.22142923  3.09434371
  2.54655331]","[ 0.03166719  0.032477    0.02878869  0.02886222  0.02690343  0.0253006
  0.02437103]",[ 0.06    0.06    0.0525  0.0525  0.0575  0.055   0.055 ]
10b02La8,598.0,[ 0.21047985  0.18238309  0.12840035  0.14011279],"[[ -2.41767867e+01  -2.25572589e+01  -2.24567814e+01  -2.25679691e+01]
 [  9.81063944e-01   2.18179431e+00   3.02260708e+00   3.05427885e+00]
 [ -6.05244884e-01   8.53134509e-01   1.83608847e+00   1.49457088e+00]
 [ -2.11576961e-02   4.78885066e-01  -4.13798677e-02  -8.04983162e-02]
 [ -3.53994990e-01  -1.23540743e-01  -7.70697677e-01  -6.85661751e-01]
 [ -1.10706299e+00  -3.21077605e-01  -6.04426855e-01  -5.47847784e-01]
 [ -1.90070623e-01   2.76949459e-01   2.45685829e-01   7.90985880e-02]
 [  7.87457427e-02   1.58635842e-01   3.67777515e-01   1.13148251e-01]
 [ -2.22233333e-01   5.30470954e-02  -7.38526243e-02   1.35776446e-01]
 [ -3.67429181e-02   4.69202673e-01   3.26968254e-01   4.37656600e-01]
 [  3.19476796e-01   3.01398537e-01   1.70241387e-01  -3.22018205e-03]
 [  1.60626565e-01  -1.19976476e-01   1.58369528e-02   2.15999756e-01]]",[ 0.00544129  0.03458666  0.11697559  0.10588633],"[[ 0.00641678  0.0027109   0.0132088   0.00714436]
 [ 0.01334477  0.06351273  0.06807466  0.11106782]
 [ 0.00777683  0.01198013  0.01028528  0.00079426]
 [ 0.00913996  0.06903593  0.06162565  0.01603396]
 [ 0.01417057  0.00464814  0.00120821  0.00493215]
 [ 0.01014813  0.03992303  0.0147873   0.01258212]
 [ 0.00339815  0.00074646  0.00014169  0.00023224]
 [ 0.00141734  0.00292427  0.03569423  0.04806674]
 [ 0.02210233  0.02339513  0.00666699  0.00545291]
 [ 0.02995377  0.01448466  0.00494196  0.01010868]]",[ 0.          0.01044667  0.01032185  0.0058391 ],[ 0.18846611  0.21658323  0.17258969  0.19375614],[ 1.6160768   0.6193774   0.18436814  0.16707789],[ 0.13767209  0.10638298  0.05006258  0.03254068],5665.30008031,[ 2.69588532  2.52773911  2.99923189  2.79142338],[ 0.00765212  0.02249111  0.02209086  0.03081371],[ 0.215   0.0775  0.0525  0.0525]
10b02La9,729.0,"[ 0.40708813  0.28381511  0.14035144  0.1335024   0.13573406  0.1306498
  0.15443004  0.13738853]","[[ -2.60833037e+01  -2.43431445e+01  -2.28653570e+01  -2.22578762e+01
   -2.14643671e+01  -2.13719192e+01  -2.17829691e+01  -2.19018326e+01]
 [  8.04999816e-01   2.27304208e+00   3.23709784e+00   3.33991526e+00
    3.00995826e+00   2.78759563e+00   1.60141999e+00   2.16353805e+00]
 [  6.28217149e-02   6.39642754e-01  -6.83705308e-01  -9.87460936e-01
   -1.34820844e+00  -1.78080283e+00  -1.83360457e+00  -1.64247594e+00]
 [  4.97909151e-01   1.05691918e+00  -1.60059756e-01  -2.94566359e-01
    1.10306523e-01  -2.04515261e-01  -2.63158537e-01  -4.17454600e-01]
 [ -3.89575102e-01  -6.06918024e-03   3.68517530e-01   5.97919514e-01
    2.18931953e-01   4.51129082e-01   3.35913840e-01   2.02181942e-01]
 [ -1.46094798e-01  -4.27124918e-01  -7.92746663e-01  -7.20537835e-01
   -5.36667079e-01  -3.65132398e-01  -3.10898450e-01  -5.77009147e-01]
 [  6.96159240e-01   7.85575109e-01   6.34477754e-01   1.15791841e+00
    8.89082744e-01   1.06165342e+00   1.06195840e+00   1.26509479e+00]
 [  2.25516058e-01   1.61094921e-01  -2.69501556e-01   6.04671429e-03
    7.81204654e-02  -1.12816021e-02   1.08746591e-01   9.02778882e-02]
 [  2.71184835e-01   4.82073119e-02  -9.65713913e-02  -4.90298662e-01
   -5.65693010e-01  -5.53062685e-01  -3.45210134e-01  -4.47710146e-01]
 [  2.85643225e-01   2.61407046e-01   1.48104504e-02  -8.59621566e-02
   -1.59834079e-01   2.48524321e-01   6.69629791e-01   5.76242293e-01]
 [ -4.40604922e-03  -9.81699613e-02   9.87259357e-03   2.09038453e-01
    3.71915436e-01   1.85609604e-01   2.49467923e-01  -7.57688379e-02]
 [  2.44778085e-01   1.44344736e-01   1.57901967e-01   4.10634788e-01
    3.31037592e-01   4.16543242e-01   2.94773987e-01   3.10463830e-01]]","[ 0.00257389  0.01949344  0.05433298  0.09485364  0.13907195  0.1345555
  0.11191806  0.095015  ]","[[ 0.0009295   0.00085067  0.00216818  0.00136001  0.00602196  0.00595801
   0.00128745  0.00123023]
 [ 0.01863214  0.13978693  0.16860965  0.07766644  0.04223344  0.0453093
   0.0596573   0.07998233]
 [ 0.0054777   0.01054738  0.00810158  0.00711752  0.00387575  0.01975277
   0.02199586  0.02477167]
 [ 0.00688141  0.04295871  0.009686    0.01258942  0.01401833  0.01955039
   0.00327112  0.00264911]
 [ 0.00269711  0.00456008  0.00465483  0.00285993  0.00346994  0.00705401
   0.0043762   0.03010354]
 [ 0.03941046  0.01154623  0.0192678   0.03739732  0.09370667  0.06438012
   0.02488604  0.02077002]
 [ 0.00149493  0.000852    0.00209727  0.00277458  0.00177564  0.0116208
   0.00196718  0.00228386]
 [ 0.00249117  0.00183321  0.0078437   0.00864898  0.00402387  0.0045533
   0.00449557  0.00885487]
 [ 0.00667793  0.00589609  0.00154374  0.00101919  0.00066901  0.00089832
   0.00070034  0.00047748]
 [ 0.00964126  0.04058733  0.0032018   0.00263138  0.00171953  0.00160747
   0.00132025  0.00193206]]","[ 0.          0.0084161   0.01078618  0.00670737  0.00358632  0.00721295
  0.00555044  0.00321892]","[ 0.26601618  0.2785634   0.1768442   0.1583144   0.15503204  0.13963003
  0.15914875  0.13464743]","[ 2.78617382  0.88768261  0.37359471  0.521667    0.6901534   0.76976925
  0.83647627  0.79835507]","[ 0.2465582   0.19399249  0.04255319  0.05506884  0.06257822  0.06257822
  0.0563204   0.06007509]",8872.00405771,"[ 2.46018841  2.63855204  2.93012655  3.06257137  3.14374257  3.051037
  3.00063634  2.98013297]","[ 0.01043117  0.03799738  0.04512752  0.02282994  0.02590002  0.01837051
  0.01671011  0.02184486]",[ 0.6625  0.1525  0.0675  0.1     0.14    0.14    0.15    0.15  ]
10b03La0,391.0,"[ 0.12533843  0.13233566  0.1067415   0.13030591  0.14137442  0.11358205
  0.16735429  0.1079417 ]","[[ -2.96690108e+01  -2.74398092e+01  -2.46297836e+01  -2.30965168e+01
   -2.25289361e+01  -2.32993388e+01  -2.18728953e+01  -2.27060617e+01]
 [  3.82290091e+00   3.75786021e+00   3.91928659e+00   3.45842142e+00
    3.40437574e+00   3.82919711e+00   3.08864287e+00   3.73751724e+00]
 [ -3.25976996e-01  -5.14333588e-01  -1.06787265e+00  -6.40189355e-01
   -4.74625899e-01  -3.17474305e-01  -6.38439224e-01  -5.99964990e-01]
 [ -1.60749226e-01   1.50857468e-01   1.48979491e-02  -6.82036384e-02
   -1.69659276e-01  -5.40170775e-01  -6.39151888e-01  -1.01381907e+00]
 [ -4.23916098e-02   3.58917101e-01  -2.24898646e-01  -3.38432733e-01
   -4.43216592e-01  -4.40008538e-01  -2.35393333e-01  -4.60442886e-01]
 [  6.87542665e-01   5.07657961e-01   4.62989196e-01   3.75496060e-01
    6.77444178e-02  -6.23286309e-02   7.83271396e-02  -5.82687421e-02]
 [  6.66422605e-01   5.47208660e-01   9.75435794e-01   9.75497901e-01
    7.40345073e-01   5.95720053e-01  -4.32273927e-03   6.17627766e-01]
 [ -1.94507606e-01  -1.24700348e-01  -3.98736852e-02   1.79427740e-01
    3.61344933e-01   3.72528090e-01   1.23246179e-01   4.00512513e-01]
 [ -2.76118494e-01  -5.35309706e-01  -4.37885356e-01  -4.07172829e-01
   -1.31665181e-01   1.19626565e-02  -1.22242694e-01  -1.28443760e-01]
 [  1.60113794e-01   1.53753335e-01   2.25964352e-01   2.35774825e-01
    3.16783335e-01   1.98139254e-01   1.95272323e-01   7.56173297e-02]
 [  1.57257979e-01   2.60256444e-01   1.21714839e-01   6.58228328e-02
    6.79243336e-02  -1.59673269e-01   2.33550881e-02  -3.04116203e-02]
 [ -5.59962914e-02   3.00309246e-02   3.16283394e-02   4.40074899e-02
   -1.70218855e-01   8.88081597e-02   2.52436125e-01   2.05950119e-01]]","[ 0.00039128  0.0020276   0.01447907  0.03313556  0.05545137  0.08102895
  0.11579169  0.14369214]","[[ 0.00129213  0.00042638  0.00152225  0.00671315  0.00478545  0.00348988
   0.00264202  0.00468711]
 [ 0.05460137  0.01137659  0.02119232  0.01762211  0.00746316  0.00312639
   0.00082165  0.00258884]
 [ 0.00246634  0.00984062  0.0090527   0.01262056  0.00566372  0.0025363
   0.0012396   0.00230284]
 [ 0.04023676  0.08173178  0.06334298  0.05213277  0.06035559  0.07791515
   0.0373842   0.02611476]
 [ 0.01946707  0.0110751   0.01545766  0.01196269  0.01281208  0.00808379
   0.02286532  0.01919261]
 [ 0.04896057  0.06275259  0.01381316  0.03157475  0.04782109  0.0516365
   0.05058586  0.04596608]
 [ 0.00319914  0.00383007  0.00990764  0.00368824  0.00039907  0.000121
   0.00074227  0.00025955]
 [ 0.00420846  0.00563106  0.00579447  0.0053835   0.01066824  0.00625267
   0.0029548   0.00271786]
 [ 0.05024066  0.02503048  0.02597448  0.0013887   0.01194978  0.00279626
   0.00419637  0.00130243]
 [ 0.01244255  0.0143728   0.0108047   0.01579245  0.01381728  0.00518144
   0.00615977  0.00258311]]","[ 0.          0.00750539  0.00602977  0.00763611  0.01009032  0.00697746
  0.0067515   0.00470431]","[ 0.18984574  0.19029392  0.1294833   0.16791079  0.18982409  0.15883387
  0.2175375   0.13925939]","[ 0.15045902  0.20498119  0.23809667  0.30370912  0.26407904  0.12219811
  0.23298546  0.11670784]","[ 0.05381727  0.05006258  0.04505632  0.05381727  0.04380476  0.04380476
  0.05131414  0.05256571]",4984.06972263,"[ 2.16682446  2.63950562  2.64770477  3.14201186  3.17203343  3.22046604
  3.23111936  3.26394135]","[ 0.02030237  0.02456687  0.01596621  0.01480635  0.01801966  0.02492324
  0.01887968  0.02371102]",[ 0.075   0.0775  0.08    0.08    0.0725  0.0675  0.07    0.07  ]
10b03La10,393.0,[ 0.15864165  0.12558867],"[[-22.26434904 -21.78507738]
 [  2.7437919    2.8400218 ]
 [ -0.26494652  -0.48249329]
 [  0.25454529   0.22204593]
 [ -0.06817542  -0.13102998]
 [ -0.05203021  -0.02596253]
 [  0.63415266   0.89466071]
 [  0.27099262   0.30201594]
 [ -0.34755765  -0.06446451]
 [ -0.11164125   0.06366498]
 [  0.37650996   0.1908222 ]
 [  0.12371405   0.05739833]]",[ 0.053256    0.07782096],"[[ 0.00248731  0.00806486]
 [ 0.06670427  0.06685668]
 [ 0.01197956  0.00401165]
 [ 0.07617337  0.05022317]
 [ 0.01395073  0.00230452]
 [ 0.01073404  0.00891419]
 [ 0.0014685   0.00077497]
 [ 0.00108232  0.00337552]
 [ 0.00323482  0.00399603]
 [ 0.0071513   0.00759327]]",[ 0.          0.00329855],[ 0.20844469  0.15706748],[ 0.48043805  0.4354651 ],[ 0.05131414  0.04881101],6108.68570152,[ 3.14038065  3.173826  ],[ 0.02503273  0.02061718],[ 0.075   0.0825]
10b03La11,473.0,[ 0.11562344  0.13201455  0.12967607  0.11826485  0.13909922  0.17541863],"[[ -2.17019531e+01  -2.16622550e+01  -2.16921086e+01  -2.18907499e+01
   -2.26698492e+01  -2.47440786e+01]
 [  3.16885032e+00   2.79521014e+00   3.14306536e+00   3.43843345e+00
    3.34246356e+00   2.23470585e+00]
 [ -8.31904668e-01  -1.05125774e+00  -1.01314466e+00  -8.73708683e-01
   -4.83228209e-01  -5.29522163e-02]
 [  4.33803591e-01   3.06458982e-01   1.25819066e-01  -6.69232892e-02
   -7.71239793e-02   7.77328574e-01]
 [ -7.69880540e-03   1.17895755e-01   1.30120069e-01   7.36392738e-02
   -9.07801058e-02   3.83028069e-01]
 [  1.87766577e-01   2.21485252e-02   4.05237823e-02  -2.65523522e-01
   -3.90872902e-01  -6.52469756e-01]
 [  8.52533355e-01   8.53010152e-01   9.86499175e-01   7.72198524e-01
    1.03788910e+00   1.08038592e+00]
 [ -2.73659406e-01  -1.81207583e-01   5.14599446e-03   6.65714900e-02
    1.03048930e-01  -2.23888244e-02]
 [ -1.74395669e-01  -2.10955061e-01  -2.42864790e-01  -1.88065385e-01
   -2.47115135e-01  -1.53338301e-01]
 [  2.10130971e-01   1.07376105e-01   1.32489753e-01   1.32592159e-01
    2.28520505e-01   4.24146033e-01]
 [ -4.49053596e-02  -3.70487871e-02   1.74667934e-01   2.25807398e-01
    2.36777135e-01   3.30868781e-01]
 [  1.56603601e-01   3.72118922e-02  -2.54553958e-01  -2.39805417e-01
   -8.18907188e-02  -1.44101800e-01]]",[ 0.09144965  0.10734986  0.09661224  0.07315735  0.0374508   0.01169868],"[[ 0.01025176  0.01118773  0.00596078  0.00211725  0.00372393  0.000826  ]
 [ 0.08106292  0.09100345  0.0822511   0.08846111  0.09516061  0.02441911]
 [ 0.00194854  0.00258231  0.00461052  0.00755572  0.02065805  0.00601265]
 [ 0.0839417   0.08417322  0.07505545  0.02001388  0.02305256  0.01005677]
 [ 0.00345651  0.00254338  0.00473357  0.00369376  0.00694311  0.0084061 ]
 [ 0.00853445  0.0087097   0.00503995  0.02013564  0.01678758  0.03520828]
 [ 0.00552498  0.01139764  0.0209826   0.00892631  0.00242017  0.00147022]
 [ 0.01882239  0.01614729  0.0227072   0.01162664  0.00733271  0.00190349]
 [ 0.00307074  0.0011256   0.00561264  0.00677625  0.00585529  0.02004644]
 [ 0.00578792  0.00635211  0.00412442  0.00796965  0.02053361  0.16464809]]",[ 0.          0.00200445  0.00239988  0.00711949  0.00295401  0.01394011],[ 0.13691482  0.16241149  0.16303885  0.15395989  0.18546641  0.20001314],[ 0.49782689  0.54916217  0.49370043  0.43178493  0.44311291  0.84029054],[ 0.05757196  0.06382979  0.06007509  0.05256571  0.04130163  0.06758448],5518.80159093,[ 3.1278167   3.18258348  3.05218585  2.94929594  2.71473825  2.98966133],[ 0.0287081   0.03071225  0.0269999   0.02244824  0.02377769  0.04389245],[ 0.095   0.1075  0.095   0.09    0.08    0.1475]
10b03La12,524.0,[ 0.16684951  0.15715442  0.12211852  0.12924668  0.1260581   0.13716484],"[[-23.24544298 -21.59185679 -22.08433983 -21.79484856 -22.02308232
  -22.24537694]
 [  2.99219635   2.97357596   3.32167753   3.3580756    3.61901267
    3.50856334]
 [ -0.63962887  -1.0581146   -1.41554834  -1.24830519  -1.11860096
   -0.64942541]
 [  0.18241544  -0.0453541   -0.27452957  -0.29608656  -0.68468033
   -0.25459697]
 [  0.39637395   0.34329408   0.30737065   0.21908495   0.47858047
    0.26268197]
 [ -0.32292388  -0.14888101  -0.16570554  -0.49298485  -0.29595625
   -0.4241009 ]
 [  0.90923084   0.55579401   0.80527792   0.40042236   0.70649415
    0.43572778]
 [ -0.04198396   0.12424895   0.48651982   0.5421491    0.72142289
    0.23171851]
 [ -0.16400228  -0.23378626  -0.56718368  -0.0927854   -0.2923352
   -0.31877707]
 [  0.11247402  -0.06716861  -0.26135316  -0.25616456  -0.60231435
   -0.30465891]
 [  0.26828543   0.2611061    0.33295569   0.31765597   0.2152568
    0.32944563]
 [ -0.25604919   0.08185701   0.3075602    0.36385496   0.3185918
    0.33438384]]",[ 0.024339    0.07687271  0.14407902  0.16563388  0.14281266  0.10315914],"[[ 0.00681828  0.01040673  0.0108499   0.01916042  0.00710552  0.00175653]
 [ 0.16290197  0.05684126  0.02587114  0.01369203  0.02078836  0.00935053]
 [ 0.00558285  0.00197502  0.00488896  0.00417832  0.00978459  0.02466898]
 [ 0.02179171  0.04358797  0.02519498  0.01705575  0.02739851  0.03792308]
 [ 0.00790338  0.0150607   0.00139431  0.00234281  0.02708952  0.05623998]
 [ 0.0063871   0.00461787  0.0030094   0.00194663  0.00266754  0.0036807 ]
 [ 0.00285199  0.00086116  0.00054131  0.00017803  0.00055043  0.0002631 ]
 [ 0.00769811  0.01900079  0.01114456  0.01308495  0.00597824  0.00488923]
 [ 0.00300968  0.00172216  0.00082397  0.00073474  0.00095241  0.00812576]
 [ 0.00758623  0.00734224  0.00386137  0.00189986  0.00120763  0.00160535]]",[ 0.          0.00750391  0.00605021  0.00393414  0.00761022  0.00868341],[ 0.19244142  0.19183164  0.14764938  0.16097237  0.15984348  0.18070918],[ 0.67392946  0.66581709  0.54855675  0.55021942  0.50751841  0.37116326],[ 0.077597    0.06758448  0.07133917  0.06758448  0.06132666  0.05006258],7744.88302042,[ 2.99312616  2.72875625  3.09094618  3.2466644   3.22662118  3.1866076 ],[ 0.04310241  0.0173102   0.00889626  0.00676797  0.00994314  0.01713281],[ 0.135   0.125   0.125   0.125   0.1     0.0725]
